"","Bolsonaro","Lula","Ciro","Tebet"
"2144","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7286","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"942","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4780","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"4674","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"2483","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3734","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3426","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1686","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"5796","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"8200","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"4950","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8416","POSITIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"1279","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"8862","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"4212","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"5702","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"5026","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"5748","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"4038","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2691","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2925","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"968","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"310","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1531","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"9132","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"6105","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"2427","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"5115","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7995","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8702","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"7059","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"8892","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"6679","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"754","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"2133","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"8941","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4228","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"5856","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"393","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"5672","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"4789","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2811","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"1060","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"3969","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"4840","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"8243","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"1320","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"7608","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"6513","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"7375","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4745","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"4293","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"7799","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"2117","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"7611","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8605","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"4920","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7697","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"6079","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8034","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2777","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"1462","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8211","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"2282","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"4036","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7895","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"4826","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5980","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"424","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3431","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"4531","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"8974","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7661","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"3709","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"6442","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7749","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1576","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7243","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"3852","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2546","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"8263","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5293","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"6253","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"5687","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"1588","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"991","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8219","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"3686","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"5304","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"873","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"4471","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"658","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"5534","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"8472","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"2059","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"6308","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"2184","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"1683","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"4739","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8668","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5329","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"5024","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3197","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"8182","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"531","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"4898","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6592","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"5036","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"8152","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"8409","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"6255","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1106","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"1196","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"8996","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2879","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1642","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"8831","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1824","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"6637","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5378","POSITIVO","POSITIVO","POSITIVO","NEGATIVO"
"9174","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"3932","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"2844","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"4761","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"9031","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"2169","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"7194","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6247","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6412","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"171","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"3555","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2369","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7700","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"7265","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3460","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"3928","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"4809","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"7071","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"6591","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"7013","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"387","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"9143","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6083","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"6137","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"116","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3209","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"743","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"7227","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"1129","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6959","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"7520","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"7670","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"8990","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8480","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"5833","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"3732","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"5053","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"1171","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5377","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7523","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4135","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"8172","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6812","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1489","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6099","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"2553","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"5054","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"5259","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"3580","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"5267","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"1928","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"8009","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3582","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5717","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"3885","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"6673","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"7622","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"8956","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"518","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5201","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"1162","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8663","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8522","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"4706","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"1364","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"1433","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"4683","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"1888","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"864","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"4331","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"1720","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"8672","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7835","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"6050","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"3343","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1728","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"2901","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"680","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"8173","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"4924","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"7478","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4054","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"109","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"3521","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"250","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"2647","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"8071","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"540","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5292","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"6639","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"4342","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3599","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6085","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"9072","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4100","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"5287","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"9040","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"6766","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"5606","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"4472","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"1151","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"238","POSITIVO","POSITIVO","POSITIVO","NEGATIVO"
"2141","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"2560","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6729","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4055","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"5615","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4122","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"4784","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"575","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"128","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"6734","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7632","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"1191","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"9166","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"419","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1343","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"9108","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"7428","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"3760","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3793","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"4955","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"7747","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1030","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"1871","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"2918","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1945","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"5242","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"6545","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2958","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"5251","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"2151","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"364","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"8821","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"9002","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"2120","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"4086","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"5031","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"5428","NEGATIVO","POSITIVO","POSITIVO","NEGATIVO"
"2005","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1935","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"2160","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"6156","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"3268","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"4326","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4482","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"3934","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"6793","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2458","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7441","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7719","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"133","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"2331","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"2895","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2911","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"4106","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1600","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"5246","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"2514","POSITIVO","NEGATIVO","POSITIVO","POSITIVO"
"713","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"4646","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"2666","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"8919","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"4374","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8782","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"8933","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"334","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"635","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"4986","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"2019","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"4779","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"7465","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"4052","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"8652","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4995","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1603","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"7537","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"239","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"404","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5017","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"4379","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"2623","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2801","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"4598","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4367","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"565","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"4617","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8038","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"140","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"6054","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"7563","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4653","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"229","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"6165","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5168","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7370","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"2556","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"3167","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1041","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"5482","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2867","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"1096","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"5912","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"7069","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4479","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5035","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"4523","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"383","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"744","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"1799","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"4075","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"4763","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"5848","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"624","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4257","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"1032","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"5349","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"496","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"512","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"5112","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"7904","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"1228","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"356","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"3028","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"5800","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"3512","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"8889","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1968","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"1596","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"360","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"7954","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"8495","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"7810","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"4913","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4961","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6868","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"4588","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5286","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"7116","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8724","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7643","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2782","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"3300","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"7043","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"2147","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4843","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"7806","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"9051","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3409","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5656","POSITIVO","NEGATIVO","POSITIVO","NEGATIVO"
"8274","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7709","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"3890","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"355","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3559","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"3864","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"7371","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"3963","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8685","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"5526","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"4954","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8369","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"1645","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2095","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"6998","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"3798","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2338","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2180","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"7220","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6452","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"3756","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"9154","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"6688","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"3353","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6396","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"937","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"5869","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"718","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8683","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1849","POSITIVO","POSITIVO","NEGATIVO","POSITIVO"
"8802","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6131","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1921","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"3708","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8557","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"6453","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1644","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"1267","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"7211","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"9128","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"6807","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2232","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
